Animal ID,Specimen,Family,Genus,Species,Date Collected,Positive,Bad Result,Plate Number,Plot ID,Easting,Northing,Sample Run,Collected By
182,Slug,Arionidae,Arion,subfuscus,7/26/2017,FALSE,,4,2017-12B3-1-2,583227,4945477,01:10,Alec Wong
183,Slug,Arionidae,Arion,subfuscus,7/26/2017,FALSE,,4,2017-12B3-1-2,583227,4945477,01:10,Alec Wong
184,Slug,Arionidae,Arion,subfuscus,7/26/2017,FALSE,,4,2017-12B3-1-2,583227,4945477,01:10,Alec Wong
185,Slug,Arionidae,Arion,subfuscus,7/26/2017,TRUE,,1,2017-12B3-1-2,583227,4945477,01:01,Alec Wong
185,Slug,Arionidae,Arion,subfuscus,7/26/2017,FALSE,,4,2017-12B3-1-2,583227,4945477,01:10,Alec Wong
186,Slug,Arionidae,Arion,subfuscus,7/26/2017,FALSE,,4,2017-12B3-1-2,583227,4945477,01:10,Alec Wong
187,Slug,Arionidae,Arion,subfuscus,7/26/2017,FALSE,,5,2017-12B3-1-2,583227,4945477,01:10,Alec Wong
188,Slug,Arionidae,Arion,subfuscus,7/26/2017,FALSE,,5,2017-12B3-3-2,582655,4945719,01:10,Alec Wong
189,Slug,Arionidae,Arion,subfuscus,7/26/2017,FALSE,,5,2017-12B2-3,584085,4943392,01:10,Alec Wong
190,Slug,Arionidae,Arion,subfuscus,7/26/2017,FALSE,,5,2017-12B2-3,584085,4943392,01:10,Alec Wong
191,Slug,Arionidae,Arion,subfuscus,7/26/2017,TRUE,,5,2017-12B2-3,584085,4943392,01:10,Alec Wong
192,Slug,Arionidae,Arion,subfuscus,7/26/2017,FALSE,,6,2017-12B2-3,584085,4943392,01:10,Alec Wong
193,Slug,Arionidae,Arion,subfuscus,7/26/2017,FALSE,,4,2017-12B2-3,584085,4943392,01:10,Alec Wong
194,Slug,Arionidae,Arion,subfuscus,7/26/2017,FALSE,,4,2017-12B2-3,584085,4943392,01:10,Alec Wong
195,Slug,Arionidae,Arion,subfuscus,7/26/2017,FALSE,,7,2017-12B2-3,584085,4943392,01:10,Alec Wong
196,Slug,Arionidae,Arion,subfuscus,7/26/2017,FALSE,,4,2017-12B3-2-1,582804,4945239,01:10,Alec Wong
197,Slug,Arionidae,Arion,subfuscus,7/26/2017,FALSE,,7,2017-12B3-2-1,582804,4945239,01:10,Alec Wong
198,Slug,Arionidae,Arion,subfuscus,7/26/2017,FALSE,,4,2017-12B3-2-1,582804,4945239,01:10,Alec Wong
200,Slug,Arionidae,Arion,subfuscus,7/26/2017,FALSE,,7,2017-12B3-2-1,582804,4945239,01:10,Alec Wong
201,Snail,Succineidae,Novisuccinea,ovalis,7/30/2017,FALSE,,8,2017-12B3-2,582820,4945219,01:10,Alec Wong
202,Slug,Philomycidae,Philomycus,togatus,7/25/2017,FALSE,,8,2017-10B4-3-1,578954,4863549,01:10,Alec Wong
203,Slug,Philomycidae,Philomycus,togatus,7/25/2017,FALSE,,8,2017-10B4-3-2,578957,4863596,01:10,Alec Wong
204,Snail,Polygyridae,Neohelix,dentifera,7/26/2017,FALSE,,10,2017-12B3-1-2,583227,4945477,01:10,Alec Wong
205,Snail,Polygyridae,Xolotrema,denotatum,7/25/2017,FALSE,,8,2017-9A1-3-2,570311,4847685,01:10,Alec Wong
206,Snail,Polygyridae,Appalachina,sayana,7/25/2017,FALSE,,8,2017-10B4-3-1,578954,4863549,01:10,Alec Wong
207,Snail,Polygyridae,Appalachina,sayana,7/25/2017,FALSE,,8,2017-9A1-2-1,569946,4848039,01:10,Alec Wong
208,Snail,Polygyridae,Appalachina,sayana,7/25/2017,FALSE,,8,2017-9A1-2-1,569946,4848039,01:10,Alec Wong
209,Snail,Polygyridae,Appalachina,sayana,7/25/2017,FALSE,,8,2017-9A1-1-1,569715,4847574,01:10,Alec Wong
210,Snail,Polygyridae,Triodopsis,tridentata,7/25/2017,FALSE,,8,2017-9A1-1-1,569715,4847574,01:10,Alec Wong
211,Snail,Oxychilidae,Oxychilus,draparnaudi,7/25/2017,FALSE,,8,2017-9A1-2-1,569946,4848039,01:10,Alec Wong
212,Snail,Oxychilidae,Oxychilus,draparnaudi,7/26/2017,FALSE,,8,2017-12B3-1-1,583261,4945511,01:10,Alec Wong
213,Slug,Philomycidae,Megapallifera,mutabilis,7/30/2017,FALSE,,10,2017-12B3-1,583248,4945490,01:10,Alec Wong
214,Slug,Philomycidae,Philomycus,flexuolaris,7/22/2017,FALSE,,7,2017-9A1-3,570284,4847683,01:10,Alec Wong
215,Slug,Philomycidae,Philomycus,togatus,7/22/2017,FALSE,,7,2017-9A1-1,569726.69,4847558.5,01:10,Alec Wong
216,Snail,Unknown,Unknown,unknown,7/22/2017,FALSE,,10,2017-9A1-2,569939.19,4848066.5,01:10,Alec Wong
217,Snail,Unknown,Unknown,unknown,7/30/2017,FALSE,,11,2017-12B3-2,582820,4945219,01:10,Alec Wong
218,Snail,Unknown,Unknown,unknown,7/30/2017,FALSE,,11,2017-12B3-1-1,583261,4945511,01:10,Alec Wong
219,Snail,Unknown,Unknown,unknown,7/30/2017,FALSE,,7,2017-12B3-3,582664.25,4945734,01:10,Alec Wong
220,Slug,Philomycidae,Philomycus,togatus,7/23/2017,FALSE,,7,2017-12B3-1,583248,4945490,01:10,Alec Wong
221,Slug,Unknown,Unknown,unknown,7/29/2017,FALSE,,11,2017-10B4-1,579333,4863199,01:10,Alec Wong
222,Slug,Unknown,Unknown,unknown,7/22/2017,FALSE,,11,2017-9A1-2-1,569946,4848039,01:10,Alec Wong
223,Slug,Philomycidae,Pallifera,dorsalis,7/29/2017,FALSE,,7,2017-10B4-3,578949.69,4863570,01:10,Alec Wong
224,Slug,Philomycidae,Pallifera,dorsalis,7/25/2017,FALSE,,7,2017-10B4-1,579333,4863199,01:10,Alec Wong
225,Slug,Agriolimacidae,Deroceras,laeve,7/25/2017,FALSE,,7,2017-10B4-1,579333,4863199,01:10,Alec Wong
226,Slug,Philomycidae,Pallifera,dorsalis,7/25/2017,FALSE,,7,2017-10B4-1,579333,4863199,01:10,Alec Wong
227,Slug,Philomycidae,Pallifera,dorsalis,7/25/2017,FALSE,,7,2017-10B4-1,579333,4863199,01:10,Alec Wong
228,Slug,Philomycidae,Pallifera,dorsalis,7/25/2017,FALSE,,7,2017-10B4-1,579333,4863199,01:10,Alec Wong
229,Slug,Agriolimacidae,Deroceras,laeve,7/25/2017,FALSE,,7,2017-10B4-1,579333,4863199,01:10,Alec Wong
230,Slug,Agriolimacidae,Deroceras,laeve,7/25/2017,FALSE,,8,2017-10B4-1,579333,4863199,01:10,Alec Wong
231,Snail,Discidae,Discus,catskillensis,7/22/2017,FALSE,,11,2017-10B4-2-1,579446,4863662,01:10,Alec Wong
232,Snail,Oxychilidae,Oxychilus,draparnaudi,7/29/2017,FALSE,,11,2017-9A1-2-2,569930,4848086,01:10,Alec Wong
233,Snail,Polygyridae,Euchemotrema,fraternum,7/30/2017,FALSE,,11,2017-12B2-3,584085,4943392,01:10,Alec Wong
234,Snail,Polygyridae,Neohelix,dentifera,7/30/2017,FALSE,,11,2017-12B3-2,582820,4945219,01:10,Alec Wong
235,Snail,Oxychilidae,Oxychilus,cellarius,7/29/2017,TRUE,,11,2017-10B4-2,579424.88,4863675,01:10,Alec Wong
236,Snail,Polygyridae,Appalachina,sayana,7/29/2017,FALSE,,11,2017-9A1-3,570284,4847683,01:10,Alec Wong
237,Snail,Polygyridae,Appalachina,sayana,7/30/2017,FALSE,,11,2017-12B3-2-1,582804,4945239,01:10,Alec Wong
238,Slug,Unknown,Unknown,unknown,7/25/2017,FALSE,,11,2017-10B4-t3,578916.44,4863474.5,01:10,Alec Wong
239,Slug,Arionidae,Arion,subfuscus,7/23/2017,FALSE,,7,2017-12B3-t3,583243.06,4945489,01:10,Alec Wong
240,Slug,Arionidae,Arion,subfuscus,7/23/2017,FALSE,,7,2017-12B3-t3,583243.06,4945489,01:10,Alec Wong
241,Slug,Philomycidae,Philomycus,flexuolaris,7/22/2017,FALSE,,7,2017-10B4-t3,578916.44,4863474.5,01:10,Alec Wong
242,Snail,Succineidae,Novisuccinea,ovalis,7/23/2017,FALSE,,12,2017-12B3-t2,582736.13,4945244,01:10,Alec Wong
243,Snail,Succineidae,Novisuccinea,ovalis,7/23/2017,FALSE,,12,2017-12B3-t2,582736.13,4945244,01:10,Alec Wong
244,Snail,Oxychilidae,Oxychilus,allarius,7/25/2017,FALSE,,12,2017-10B4-t2,579496.56,4863605,01:10,Alec Wong
245,Snail,Succineidae,Novisuccinea,ovalis,7/23/2017,FALSE,,10,2017-12B3-t2,582736.13,4945244,01:10,Alec Wong
246,Snail,Gastrodontidae,Zonitoides,arboreus,7/25/2017,FALSE,,12,2017-10B4-t3,578916.44,4863474.5,01:10,Alec Wong
247,Snail,Unknown,Unknown,unknown,7/23/2017,FALSE,,12,2017-12B3-t3,583243.06,4945489,01:10,Alec Wong
248,Slug,Unknown,Unknown,unknown,7/23/2017,FALSE,,12,2017-12B3-t1-1,582601.13,4945652,01:10,Alec Wong
249,Snail,Polygyridae,Neohelix,dentifera,8/5/2017,FALSE,,12,2017-12A1-1-2,591000,4955064,01:10,Alec Wong
250,Snail,Oxychilidae,Oxychilus,cellarius,8/11/2017,FALSE,,12,2017-12A5-2,586270,4956550,01:10,Alec Wong
251,Snail,Polygyridae,Euchemotrema,unknown,8/12/2017,FALSE,,12,2017-10B3-2,578525,4865403,01:10,Alec Wong
252,Snail,Polygyridae,Appalachina,sayana,8/8/2017,FALSE,,12,2017-12A1-2-2,590982,4954615,01:10,Alec Wong
253,Snail,Oxychilidae,Oxychilus,cellarius,8/8/2017,FALSE,,12,2017-12A1-1-1,590961,4955091,01:10,Alec Wong
254,Snail,Succineidae,Novisuccinea,ovalis,8/8/2017,FALSE,,12,2017-12A1-3-2,590471,4954758,01:10,Alec Wong
255,Snail,Discidae,Discus,catskillensis,8/12/2017,FALSE,,12,2017-10B2-1,584821,4866071,01:10,Alec Wong
256,Snail,Discidae,Discus,catskillensis,8/12/2017,FALSE,,12,2017-10B2-1,584821,4866071,01:10,Alec Wong
257,Snail,Discidae,Discus,catskillensis,8/12/2017,FALSE,,12,2017-10B2-1,584821,4866071,01:10,Alec Wong
259,Snail,Zonitidae,Mesomphix,inornatus,8/9/2017,FALSE,,10,2017-10B2-3-1,584303.81,4866156,01:10,Alec Wong
260,Snail,Gastrodontidae,Striatura,ferrea,8/6/2017,FALSE,,12,2017-10B3-3,578476,4865944,01:10,Alec Wong
261,Snail,Zonitidae,Nesovitrea,electrina,8/11/2017,FALSE,,11,2017-12A1-1,590981,4955078,01:10,Alec Wong
262,Snail,Oxychilidae,Oxychilus,cellarius,8/8/2017,FALSE,,11,2017-12A1-t3,590508.5,4954635,01:10,Alec Wong
263,Snail,Oxychilidae,Oxychilus,allarius,8/8/2017,FALSE,,11,2017-12A1-t1,590891,4955118,01:10,Alec Wong
264,Snail,Gastrodontidae,Zonitoides,arboreus,8/9/2017,FALSE,,11,2017-10B2-2-2,584426,4865635,01:10,Alec Wong
265,Slug,Philomycidae,Megapallifera,mutabilis,8/5/2017,FALSE,,11,2017-12A1-2-2,590982,4954615,01:10,Alec Wong
266,Snail,Unknown,Unknown,unknown,8/11/2017,FALSE,,11,2017-12A1-t1,590891,4955118,01:10,Alec Wong
267,Snail,Zonitidae,Nesovitrea,electrina,8/11/2017,FALSE,,11,2017-12A1-t2,591040.44,4954664,01:10,Alec Wong
268,Snail,Discidae,Discus,unknown,8/6/2017,FALSE,,11,2017-10B2-3,584303.81,4866156,01:10,Alec Wong
269,Snail,Zonitidae,Nesovitrea,unknown,8/11/2017,FALSE,,11,2017-12A1-t1,590891,4955118,01:10,Alec Wong
270,Snail,Zonitidae,Nesovitrea,electrina,8/12/2017,FALSE,,11,2017-10B3-1,579004,4865680,01:10,Alec Wong
271,Snail,Zonitidae,Nesovitrea,electrina,8/12/2017,FALSE,,11,2017-10B3-1,579004,4865680,01:10,Alec Wong
272,Snail,Zonitidae,Nesovitrea,binneyana,8/11/2017,FALSE,,11,2017-12A1-t3,590508.5,4954635,01:10,Alec Wong
273,Snail,Unknown,Unknown,unknown,8/11/2017,FALSE,,11,2017-12A1-t3,590508.5,4954635,01:10,Alec Wong
274,Snail,Unknown,Unknown,unknown,8/11/2017,FALSE,,11,2017-12A5-1-2,586821,4956492,01:10,Alec Wong
275,Snail,Zonitidae,Nesovitrea,binneyana,8/11/2017,FALSE,,11,2017-12A5-1-2,586821,4956492,01:10,Alec Wong
276,Snail,Zonitidae,Nesovitrea,unknown,8/11/2017,FALSE,,11,2017-12A5-1-2,586821,4956492,01:10,Alec Wong
277,Snail,Zonitidae,Nesovitrea,electrina,8/11/2017,FALSE,,11,2017-12A5-1-2,586821,4956492,01:10,Alec Wong
278,Snail,Vitrinidae,Vitrina,angelicae,8/11/2017,FALSE,,11,2017-12A5-1-2,586821,4956492,01:10,Alec Wong
279,Snail,Vitrinidae,Vitrina,angelicae,8/11/2017,FALSE,,11,2017-12A5-1-2,586821,4956492,01:10,Alec Wong
280,Snail,Vitrinidae,Vitrina,angelicae,8/11/2017,FALSE,,11,2017-12A5-1-2,586821,4956492,01:10,Alec Wong
281,Slug,Arionidae,Arion,subfuscus,7/25/2017,FALSE,,11,2017-10B4-T2,579496.56,4863605,01:10,Alec Wong
282,Slug,Arionidae,Arion,subfuscus,7/23/2017,FALSE,,9,2017-12B3-T2,582736.13,4945244,01:10,Alec Wong
283,Slug,Arionidae,Arion,subfuscus,7/25/2017,FALSE,,9,2017-10B4-T1-1,579239.5,4863163.5,01:10,Alec Wong
284,Slug,Arionidae,Arion,subfuscus,7/22/2017,FALSE,,9,2017-10B4-T3,578916.44,4863474.5,01:10,Alec Wong
285,Slug,Arionidae,Arion,subfuscus,7/23/2017,FALSE,,9,2017-12B3-T3,583243.06,4945489,01:10,Alec Wong
286,Slug,Arionidae,Arion,subfuscus,7/23/2017,FALSE,,11,2017-12B3-T3,583243.06,4945489,01:10,Alec Wong
287,Slug,Arionidae,Arion,subfuscus,7/25/2017,FALSE,,9,2017-10B4-T2,579496.56,4863605,01:10,Alec Wong
288,Slug,Arionidae,Arion,subfuscus,7/22/2017,FALSE,,11,2017-10B4-T2,579496.56,4863605,01:10,Alec Wong
289,Slug,Arionidae,Arion,subfuscus,7/25/2017,FALSE,,9,2017-10B4-T1-1,579239.5,4863163.5,01:10,Alec Wong
290,Slug,Arionidae,Arion,subfuscus,7/25/2017,FALSE,,11,2017-10B4-T1-1,579239.5,4863163.5,01:10,Alec Wong
291,Slug,Arionidae,Arion,subfuscus,7/25/2017,FALSE,,11,2017-9A1-T3,570256,4847585.5,01:10,Alec Wong
292,Slug,Arionidae,Arion,subfuscus,7/22/2017,FALSE,,11,2017-10B4-T2,579496.56,4863605,01:10,Alec Wong
293,Slug,Arionidae,Arion,subfuscus,7/23/2017,FALSE,,11,2017-12B3-T3,583243.06,4945489,01:10,Alec Wong
294,Slug,Arionidae,Arion,subfuscus,7/25/2017,FALSE,,11,2017-10B4-T2,579496.56,4863605,01:10,Alec Wong
295,Slug,Arionidae,Arion,subfuscus,7/25/2017,FALSE,,9,2017-10B4-T1-1,579239.5,4863163.5,01:10,Alec Wong
296,Slug,Arionidae,Arion,subfuscus,7/25/2017,FALSE,,9,2017-10B4-T2,579496.56,4863605,01:10,Alec Wong
297,Slug,Arionidae,Arion,subfuscus,7/23/2017,FALSE,,9,2017-12B3-T3,583243.06,4945489,01:10,Alec Wong
298,Slug,Arionidae,Arion,subfuscus,7/23/2017,FALSE,,9,2017-12B3-T3,583243.06,4945489,01:10,Alec Wong
299,Slug,Arionidae,Arion,subfuscus,7/25/2017,FALSE,,9,2017-10B4-T2,579496.56,4863605,01:10,Alec Wong
300,Slug,Arionidae,Arion,subfuscus,7/23/2017,FALSE,,9,2017-12B3-T3,583243.06,4945489,01:10,Alec Wong
301,Slug,Arionidae,Arion,subfuscus,7/23/2017,FALSE,,9,2017-12B3-T2,582736.13,4945244,01:10,Alec Wong
302,Slug,Arionidae,Arion,subfuscus,7/23/2017,FALSE,,9,2017-12B3-t1-1,582601.13,4945652,01:10,Alec Wong
303,Slug,Arionidae,Arion,subfuscus,7/22/2017,FALSE,,9,2017-10B4-T2,579496.56,4863605,01:10,Alec Wong
304,Slug,Arionidae,Arion,subfuscus,7/25/2017,FALSE,,9,2017-10B4-T2,579496.56,4863605,01:10,Alec Wong
305,Slug,Arionidae,Arion,subfuscus,7/25/2017,FALSE,,9,2017-10B4-T2,579496.56,4863605,01:10,Alec Wong
306,Slug,Arionidae,Arion,subfuscus,7/25/2017,FALSE,,9,2017-10B4-T2,579496.56,4863605,01:10,Alec Wong
307,Slug,Arionidae,Arion,subfuscus,7/25/2017,FALSE,,12,2017-10B4-T2,579496.56,4863605,01:10,Alec Wong
308,Slug,Arionidae,Arion,subfuscus,7/25/2017,FALSE,,12,2017-10B4-T2,579496.56,4863605,01:10,Alec Wong
309,Slug,Arionidae,Arion,subfuscus,7/25/2017,FALSE,,12,2017-10B4-T2,579496.56,4863605,01:10,Alec Wong
310,Slug,Arionidae,Arion,subfuscus,7/25/2017,FALSE,,12,2017-10B4-T2,579496.56,4863605,01:10,Alec Wong
311,Slug,Arionidae,Arion,subfuscus,7/25/2017,FALSE,,12,2017-10B4-T2,579496.56,4863605,01:10,Alec Wong
312,Slug,Arionidae,Arion,subfuscus,7/22/2017,FALSE,,12,2017-10B4-T2,579496.56,4863605,01:10,Alec Wong
313,Slug,Arionidae,Arion,subfuscus,8/8/2017,FALSE,,12,2017-12A5-1,586805,4956509,01:10,Alec Wong
314,Slug,Arionidae,Arion,subfuscus,8/8/2017,FALSE,,12,2017-12A5-T3,586367.25,4956069,01:10,Alec Wong
315,Slug,Arionidae,Arion,subfuscus,8/8/2017,FALSE,,12,2017-12A1-2,590969,4954601,01:10,Alec Wong
316,Slug,Arionidae,Arion,subfuscus,8/8/2017,FALSE,,12,2017-12A5-T3,586367.25,4956069,01:10,Alec Wong
317,Slug,Arionidae,Arion,subfuscus,8/8/2017,FALSE,,12,2017-12A5-T3,586367.25,4956069,01:10,Alec Wong
318,Slug,Arionidae,Arion,subfuscus,8/8/2017,FALSE,,12,2017-12A5-T1,586862,4956422.5,01:10,Alec Wong
319,Slug,Arionidae,Arion,subfuscus,8/8/2017,FALSE,,12,2017-12A5-3-1,586497,4956039,01:10,Alec Wong
320,Slug,Arionidae,Arion,subfuscus,8/8/2017,FALSE,,12,2017-12A5-3-2,586497,4956039,01:10,Alec Wong
321,Slug,Arionidae,Arion,subfuscus,8/8/2017,FALSE,,12,2017-12A1-1-2,591000,4955064,01:10,Alec Wong
322,Slug,Arionidae,Arion,subfuscus,8/8/2017,FALSE,,12,2017-12A5-T1,586862,4956422.5,01:10,Alec Wong
323,Slug,Arionidae,Arion,subfuscus,8/8/2017,FALSE,,12,2017-12A1-T3,590508.5,4954635,01:10,Alec Wong
324,Slug,Arionidae,Arion,subfuscus,8/8/2017,FALSE,,12,2017-12A1-T3,590508.5,4954635,01:10,Alec Wong
325,Slug,Arionidae,Arion,subfuscus,8/8/2017,FALSE,,12,2017-12A1-T3,590508.5,4954635,01:10,Alec Wong
326,Slug,Arionidae,Arion,subfuscus,8/5/2017,FALSE,,12,2017-12A5-1-1,586802,4956529,01:10,Alec Wong
327,Slug,Arionidae,Arion,subfuscus,8/5/2017,FALSE,,12,2017-12A5-T3,586367.25,4956069,01:10,Alec Wong
328,Slug,Arionidae,Arion,fasciatus,8/11/2017,FALSE,,12,2017-12A5-1,586805,4956509,01:10,Alec Wong
329,Slug,Arionidae,Arion,subfuscus,8/11/2017,FALSE,,12,2017-12A5-3,586473,4956046,01:10,Alec Wong
330,Slug,Arionidae,Arion,subfuscus,8/11/2017,FALSE,,12,2017-12A1-3,590491,4954746,01:10,Alec Wong
331,Slug,Arionidae,Arion,subfuscus,8/11/2017,FALSE,,12,2017-12A5-T2-1,586337.81,4956633.5,01:10,Alec Wong
332,Slug,Arionidae,Arion,subfuscus,8/11/2017,FALSE,,12,2017-12A5-T2-1,586337.81,4956633.5,01:10,Alec Wong
333,Slug,Arionidae,Arion,subfuscus,8/11/2017,FALSE,,12,2017-12A1-T2,591040.44,4954664,01:10,Alec Wong
334,Slug,Arionidae,Arion,subfuscus,8/8/2017,FALSE,,12,2017-12A5-T2-1,586337.81,4956633.5,01:10,Alec Wong
335,Slug,Arionidae,Arion,subfuscus,8/9/2017,FALSE,,12,2017-10B2-1-2,584824,4866046,01:10,Alec Wong
336,Slug,Arionidae,Arion,subfuscus,8/9/2017,FALSE,,12,2017-10B3-2-1,578548,4865392,01:10,Alec Wong
337,Slug,Arionidae,Arion,subfuscus,8/9/2017,FALSE,,13,2017-10B3-1,579004,4865680,01:10,Alec Wong
338,Slug,Arionidae,Arion,subfuscus,8/9/2017,FALSE,,13,2017-10B3-T3,578395,4865877.5,01:10,Alec Wong
339,Slug,Arionidae,Arion,subfuscus,8/9/2017,FALSE,,9,2017-10B2-T1,584808.25,4865971.5,01:10,Alec Wong
340,Slug,Arionidae,Arion,subfuscus,8/12/2017,FALSE,,13,2017-10B3-T1,578995.88,4865573.5,01:10,Alec Wong
341,Slug,Arionidae,Arion,subfuscus,8/10/2017,FALSE,,13,2017-12A5-T1,586862,4956422.5,01:10,Alec Wong
342,Slug,Arionidae,Arion,subfuscus,8/12/2017,FALSE,,13,2017-10B3-T2-1,578621.44,4865361,01:10,Alec Wong
343,Slug,Arionidae,Arion,subfuscus,8/12/2017,FALSE,,13,2017-10B2-T3,584251.13,4866071,01:10,Alec Wong
344,Slug,Arionidae,Arion,subfuscus,8/12/2017,FALSE,,13,2017-10B3-T3,578395,4865877.5,01:10,Alec Wong
345,Slug,Arionidae,Arion,subfuscus,8/12/2017,FALSE,,13,2017-10B3-3,578476,4865944,01:10,Alec Wong
346,Slug,Arionidae,Arion,subfuscus,8/12/2017,FALSE,,13,2017-10B2-T3,584251.13,4866071,01:10,Alec Wong
347,Slug,Arionidae,Arion,subfuscus,8/12/2017,FALSE,,13,2017-10B2-T3,584251.13,4866071,01:10,Alec Wong
348,Slug,Arionidae,Arion,subfuscus,8/12/2017,FALSE,,9,2017-10B3-T1,578995.88,4865573.5,01:10,Alec Wong
349,Slug,Arionidae,Arion,subfuscus,8/12/2017,FALSE,,9,2017-10B2-T3,584251.13,4866071,01:10,Alec Wong
350,Slug,Arionidae,Arion,subfuscus,8/12/2017,FALSE,,13,2017-10B2-1-1,584820,4866093,01:10,Alec Wong
351,Slug,Arionidae,Arion,subfuscus,8/12/2017,FALSE,,13,2017-10B2-1-1,584820,4866093,01:10,Alec Wong
352,Slug,Arionidae,Arion,subfuscus,8/12/2017,FALSE,,13,2017-10B2-1-1,584820,4866093,01:10,Alec Wong
353,Slug,Arionidae,Arion,subfuscus,8/12/2017,FALSE,,13,2017-10B2-1-1,584820,4866093,01:10,Alec Wong
354,Slug,Arionidae,Arion,subfuscus,8/6/2017,FALSE,,8,2017-10B2-1-2,584824,4866046,01:10,Alec Wong
355,Slug,Arionidae,Arion,subfuscus,8/6/2017,FALSE,,8,2017-10B2-1-2,584824,4866046,01:10,Alec Wong
356,Slug,Arionidae,Arion,subfuscus,8/6/2017,FALSE,,8,2017-10B2-1-2,584824,4866046,01:10,Alec Wong
357,Slug,Arionidae,Arion,subfuscus,8/6/2017,FALSE,,8,2017-10B2-T3,584251.13,4866071,01:10,Alec Wong
